,River Discharge (cfs),Tunnel Discharge (cfs),sum
2012-07-19 05:30:00-07:00,42.0,1.57,43.57
2012-07-19 05:45:00-07:00,42.0,1.57,43.57
2012-07-19 06:00:00-07:00,43.0,1.57,44.57
2012-07-19 06:15:00-07:00,42.0,1.57,43.57
2012-07-19 06:30:00-07:00,43.0,1.57,44.57
2012-07-19 06:45:00-07:00,42.0,1.57,43.57
2012-07-19 07:00:00-07:00,43.0,1.57,44.57
2012-07-19 07:15:00-07:00,43.0,1.57,44.57
2012-07-19 07:30:00-07:00,43.0,1.57,44.57
2012-07-19 07:45:00-07:00,43.0,1.57,44.57
2012-07-19 08:00:00-07:00,43.0,1.57,44.57
2012-07-19 08:15:00-07:00,43.0,1.57,44.57
2012-07-19 08:30:00-07:00,43.0,1.57,44.57
2012-07-19 08:45:00-07:00,42.0,1.57,43.57
2012-07-19 09:00:00-07:00,43.0,1.57,44.57
2012-07-19 09:15:00-07:00,42.0,1.57,43.57
2012-07-19 09:30:00-07:00,43.0,1.57,44.57
2012-07-19 09:45:00-07:00,43.0,1.57,44.57
2012-07-19 10:00:00-07:00,43.0,1.57,44.57
2012-07-19 10:15:00-07:00,43.0,1.57,44.57
2012-07-19 10:30:00-07:00,43.0,1.57,44.57
2012-07-19 10:45:00-07:00,43.0,1.57,44.57
2012-07-19 11:00:00-07:00,43.0,1.57,44.57
2012-07-19 11:15:00-07:00,42.0,1.57,43.57
2012-07-19 11:30:00-07:00,43.0,1.57,44.57
2012-07-19 11:45:00-07:00,42.0,1.57,43.57
2012-07-19 12:00:00-07:00,42.0,1.57,43.57
2012-07-19 12:15:00-07:00,42.0,1.57,43.57
2012-07-19 12:30:00-07:00,43.0,1.57,44.57
2012-07-19 12:45:00-07:00,42.0,1.57,43.57
2012-07-19 13:00:00-07:00,42.0,1.57,43.57
2012-07-19 13:15:00-07:00,42.0,1.57,43.57
2012-07-19 13:30:00-07:00,42.0,1.57,43.57
2012-07-19 13:45:00-07:00,42.0,1.57,43.57
2012-07-19 14:00:00-07:00,42.0,1.57,43.57
2012-07-19 14:15:00-07:00,42.0,1.57,43.57
2012-07-19 14:30:00-07:00,42.0,1.57,43.57
2012-07-19 14:45:00-07:00,42.0,1.57,43.57
2012-07-19 15:00:00-07:00,42.0,1.57,43.57
2012-07-19 15:15:00-07:00,42.0,1.57,43.57
2012-07-19 15:30:00-07:00,42.0,1.57,43.57
2012-07-19 15:45:00-07:00,42.0,1.57,43.57
2012-07-19 16:00:00-07:00,42.0,1.57,43.57
2012-07-19 16:15:00-07:00,42.0,1.57,43.57
2012-07-19 16:30:00-07:00,42.0,1.57,43.57
2012-07-19 16:45:00-07:00,42.0,1.57,43.57
2012-07-19 17:00:00-07:00,42.0,1.57,43.57
2012-07-19 17:15:00-07:00,42.0,1.57,43.57
2012-07-19 17:30:00-07:00,42.0,1.57,43.57
2012-07-19 17:45:00-07:00,42.0,1.57,43.57
2012-07-19 18:00:00-07:00,41.0,1.57,42.57
2012-07-19 18:15:00-07:00,41.0,1.57,42.57
2012-07-19 18:30:00-07:00,42.0,1.57,43.57
2012-07-19 18:45:00-07:00,42.0,1.57,43.57
2012-07-19 19:00:00-07:00,41.0,1.57,42.57
2012-07-19 19:15:00-07:00,41.0,1.57,42.57
2012-07-19 19:30:00-07:00,41.0,1.57,42.57
2012-07-19 19:45:00-07:00,41.0,1.57,42.57
2012-07-19 20:00:00-07:00,41.0,1.57,42.57
2012-07-19 20:15:00-07:00,41.0,1.57,42.57
2012-07-19 20:30:00-07:00,41.0,1.57,42.57
2012-07-19 20:45:00-07:00,41.0,1.57,42.57
2012-07-19 21:00:00-07:00,41.0,1.57,42.57
2012-07-19 21:15:00-07:00,41.0,1.57,42.57
2012-07-19 21:30:00-07:00,41.0,1.57,42.57
2012-07-19 21:45:00-07:00,41.0,1.57,42.57
2012-07-19 22:00:00-07:00,41.0,1.57,42.57
2012-07-19 22:15:00-07:00,41.0,1.57,42.57
2012-07-19 22:30:00-07:00,41.0,1.57,42.57
2012-07-19 22:45:00-07:00,41.0,1.57,42.57
2012-07-19 23:00:00-07:00,41.0,1.57,42.57
2012-07-19 23:15:00-07:00,41.0,1.57,42.57
2012-07-19 23:30:00-07:00,41.0,1.57,42.57
2012-07-19 23:45:00-07:00,41.0,1.57,42.57
2012-07-20 00:00:00-07:00,41.0,1.57,42.57
2012-07-20 00:15:00-07:00,40.0,1.57,41.57
2012-07-20 00:30:00-07:00,41.0,1.57,42.57
2012-07-20 00:45:00-07:00,41.0,1.57,42.57
2012-07-20 01:00:00-07:00,41.0,1.57,42.57
2012-07-20 01:15:00-07:00,40.0,1.57,41.57
2012-07-20 01:30:00-07:00,40.0,1.57,41.57
2012-07-20 01:45:00-07:00,41.0,1.57,42.57
2012-07-20 02:00:00-07:00,40.0,1.57,41.57
2012-07-20 02:15:00-07:00,41.0,1.57,42.57
2012-07-20 02:30:00-07:00,40.0,1.57,41.57
2012-07-20 02:45:00-07:00,40.0,1.57,41.57
2012-07-20 03:00:00-07:00,40.0,1.57,41.57
2012-07-20 03:15:00-07:00,40.0,1.57,41.57
2012-07-20 03:30:00-07:00,40.0,1.57,41.57
2012-07-20 03:45:00-07:00,41.0,1.57,42.57
2012-07-20 04:00:00-07:00,40.0,1.57,41.57
2012-07-20 04:15:00-07:00,40.0,1.57,41.57
2012-07-20 04:30:00-07:00,40.0,1.57,41.57
2012-07-20 04:45:00-07:00,41.0,1.57,42.57
2012-07-20 05:00:00-07:00,40.0,1.57,41.57
2012-07-20 05:15:00-07:00,41.0,1.57,42.57
2012-07-20 05:30:00-07:00,41.0,1.57,42.57
2012-07-20 05:45:00-07:00,40.0,1.57,41.57
2012-07-20 06:00:00-07:00,40.0,1.57,41.57
2012-07-20 06:15:00-07:00,40.0,1.57,41.57
2012-07-20 06:30:00-07:00,40.0,1.57,41.57
2012-07-20 06:45:00-07:00,40.0,1.57,41.57
2012-07-20 07:00:00-07:00,41.0,1.57,42.57
2012-07-20 07:15:00-07:00,40.0,1.57,41.57
2012-07-20 07:30:00-07:00,41.0,1.57,42.57
2012-07-20 07:45:00-07:00,41.0,1.57,42.57
2012-07-20 08:00:00-07:00,41.0,1.57,42.57
2012-07-20 08:15:00-07:00,41.0,1.57,42.57
2012-07-20 08:30:00-07:00,41.0,1.57,42.57
2012-07-20 08:45:00-07:00,41.0,1.57,42.57
2012-07-20 09:00:00-07:00,41.0,1.57,42.57
2012-07-20 09:15:00-07:00,41.0,1.57,42.57
2012-07-20 09:30:00-07:00,41.0,1.57,42.57
2012-07-20 09:45:00-07:00,41.0,1.57,42.57
2012-07-20 10:00:00-07:00,41.0,1.57,42.57
2012-07-20 10:15:00-07:00,41.0,1.57,42.57
2012-07-20 10:30:00-07:00,41.0,1.57,42.57
2012-07-20 10:45:00-07:00,41.0,1.57,42.57
2012-07-20 11:00:00-07:00,41.0,1.57,42.57
2012-07-20 11:15:00-07:00,41.0,1.57,42.57
2012-07-20 11:30:00-07:00,40.0,1.57,41.57
2012-07-20 11:45:00-07:00,41.0,1.57,42.57
2012-07-20 12:00:00-07:00,41.0,1.57,42.57
2012-07-20 12:15:00-07:00,41.0,1.57,42.57
2012-07-20 12:30:00-07:00,41.0,1.57,42.57
2012-07-20 12:45:00-07:00,41.0,1.57,42.57
2012-07-20 13:00:00-07:00,41.0,1.57,42.57
2012-07-20 13:15:00-07:00,40.0,1.57,41.57
2012-07-20 13:30:00-07:00,41.0,1.57,42.57
2012-07-20 13:45:00-07:00,40.0,1.57,41.57
2012-07-20 14:00:00-07:00,40.0,1.57,41.57
2012-07-20 14:15:00-07:00,40.0,1.57,41.57
2012-07-20 14:30:00-07:00,40.0,1.57,41.57
2012-07-20 14:45:00-07:00,41.0,1.57,42.57
2012-07-20 15:00:00-07:00,40.0,1.57,41.57
2012-07-20 15:15:00-07:00,40.0,1.57,41.57
2012-07-20 15:30:00-07:00,40.0,1.57,41.57
2012-07-20 15:45:00-07:00,41.0,1.57,42.57
2012-07-20 16:00:00-07:00,40.0,1.57,41.57
2012-07-20 16:15:00-07:00,41.0,1.57,42.57
2012-07-20 16:30:00-07:00,41.0,1.57,42.57
2012-07-20 16:45:00-07:00,40.0,1.57,41.57
2012-07-20 17:00:00-07:00,40.0,1.57,41.57
2012-07-20 17:15:00-07:00,40.0,1.57,41.57
2012-07-20 17:30:00-07:00,40.0,1.57,41.57
2012-07-20 17:45:00-07:00,40.0,1.57,41.57
2012-07-20 18:00:00-07:00,40.0,1.57,41.57
2012-07-20 18:15:00-07:00,40.0,1.57,41.57
2012-07-20 18:30:00-07:00,39.0,1.57,40.57
2012-07-20 18:45:00-07:00,39.0,1.57,40.57
2012-07-20 19:00:00-07:00,40.0,1.57,41.57
2012-07-20 19:15:00-07:00,40.0,1.57,41.57
2012-07-20 19:30:00-07:00,40.0,1.57,41.57
2012-07-20 19:45:00-07:00,39.0,1.57,40.57
2012-07-20 20:00:00-07:00,39.0,1.57,40.57
2012-07-20 20:15:00-07:00,39.0,1.57,40.57
2012-07-20 20:30:00-07:00,39.0,1.57,40.57
2012-07-20 20:45:00-07:00,39.0,1.57,40.57
2012-07-20 21:00:00-07:00,40.0,1.57,41.57
2012-07-20 21:15:00-07:00,40.0,1.57,41.57
2012-07-20 21:30:00-07:00,40.0,1.57,41.57
2012-07-20 21:45:00-07:00,40.0,1.57,41.57
2012-07-20 22:00:00-07:00,40.0,1.57,41.57
2012-07-20 22:15:00-07:00,40.0,1.57,41.57
2012-07-20 22:30:00-07:00,40.0,1.57,41.57
2012-07-20 22:45:00-07:00,39.0,1.57,40.57
2012-07-20 23:00:00-07:00,40.0,1.57,41.57
2012-07-20 23:15:00-07:00,40.0,1.57,41.57
2012-07-20 23:30:00-07:00,40.0,1.57,41.57
2012-07-20 23:45:00-07:00,40.0,1.57,41.57
2012-07-21 00:00:00-07:00,39.0,1.57,40.57
2012-07-21 00:15:00-07:00,39.0,1.57,40.57
2012-07-21 00:30:00-07:00,39.0,1.57,40.57
2012-07-21 00:45:00-07:00,40.0,1.57,41.57
2012-07-21 01:00:00-07:00,39.0,1.57,40.57
2012-07-21 01:15:00-07:00,39.0,1.57,40.57
2012-07-21 01:30:00-07:00,39.0,1.57,40.57
2012-07-21 01:45:00-07:00,40.0,1.57,41.57
2012-07-21 02:00:00-07:00,40.0,1.57,41.57
2012-07-21 02:15:00-07:00,39.0,1.57,40.57
2012-07-21 02:30:00-07:00,39.0,1.57,40.57
2012-07-21 02:45:00-07:00,40.0,1.57,41.57
2012-07-21 03:00:00-07:00,39.0,1.57,40.57
2012-07-21 03:15:00-07:00,39.0,1.57,40.57
2012-07-21 03:30:00-07:00,39.0,1.57,40.57
2012-07-21 03:45:00-07:00,39.0,1.57,40.57
2012-07-21 04:00:00-07:00,39.0,1.57,40.57
2012-07-21 04:15:00-07:00,39.0,1.57,40.57
2012-07-21 04:30:00-07:00,39.0,1.57,40.57
2012-07-21 04:45:00-07:00,39.0,1.57,40.57
2012-07-21 05:00:00-07:00,39.0,1.57,40.57
2012-07-21 05:15:00-07:00,39.0,1.57,40.57
2012-07-21 05:30:00-07:00,39.0,1.57,40.57
2012-07-21 05:45:00-07:00,39.0,1.57,40.57
2012-07-21 06:00:00-07:00,39.0,1.57,40.57
2012-07-21 06:15:00-07:00,39.0,1.57,40.57
2012-07-21 06:30:00-07:00,39.0,1.57,40.57
2012-07-21 06:45:00-07:00,39.0,1.57,40.57
2012-07-21 07:00:00-07:00,39.0,1.57,40.57
2012-07-21 07:15:00-07:00,40.0,1.57,41.57
2012-07-21 07:30:00-07:00,40.0,1.57,41.57
2012-07-21 07:45:00-07:00,40.0,1.57,41.57
2012-07-21 08:00:00-07:00,39.0,1.57,40.57
2012-07-21 08:15:00-07:00,39.0,1.57,40.57
2012-07-21 08:30:00-07:00,40.0,1.57,41.57
2012-07-21 08:45:00-07:00,39.0,1.57,40.57
2012-07-21 09:00:00-07:00,39.0,1.57,40.57
2012-07-21 09:15:00-07:00,39.0,1.57,40.57
2012-07-21 09:30:00-07:00,40.0,1.57,41.57
2012-07-21 09:45:00-07:00,39.0,1.57,40.57
2012-07-21 10:00:00-07:00,39.0,1.57,40.57
2012-07-21 10:15:00-07:00,39.0,1.57,40.57
2012-07-21 10:30:00-07:00,40.0,1.57,41.57
2012-07-21 10:45:00-07:00,40.0,1.57,41.57
2012-07-21 11:00:00-07:00,39.0,1.57,40.57
2012-07-21 11:15:00-07:00,40.0,1.57,41.57
2012-07-21 11:30:00-07:00,40.0,1.57,41.57
2012-07-21 11:45:00-07:00,39.0,1.57,40.57
2012-07-21 12:00:00-07:00,40.0,1.57,41.57
2012-07-21 12:15:00-07:00,40.0,1.57,41.57
2012-07-21 12:30:00-07:00,39.0,1.57,40.57
2012-07-21 12:45:00-07:00,39.0,1.57,40.57
2012-07-21 13:00:00-07:00,39.0,1.57,40.57
2012-07-21 13:15:00-07:00,39.0,1.57,40.57
2012-07-21 13:30:00-07:00,39.0,1.57,40.57
2012-07-21 13:45:00-07:00,39.0,1.57,40.57
2012-07-21 14:00:00-07:00,39.0,1.57,40.57
2012-07-21 14:15:00-07:00,39.0,1.57,40.57
2012-07-21 14:30:00-07:00,39.0,1.57,40.57
2012-07-21 14:45:00-07:00,39.0,1.57,40.57
2012-07-21 15:00:00-07:00,39.0,1.57,40.57
2012-07-21 15:15:00-07:00,39.0,1.57,40.57
2012-07-21 15:30:00-07:00,39.0,1.57,40.57
2012-07-21 15:45:00-07:00,39.0,1.57,40.57
2012-07-21 16:00:00-07:00,39.0,1.57,40.57
2012-07-21 16:15:00-07:00,39.0,1.57,40.57
2012-07-21 16:30:00-07:00,39.0,1.57,40.57
2012-07-21 16:45:00-07:00,39.0,1.57,40.57
2012-07-21 17:00:00-07:00,39.0,1.57,40.57
2012-07-21 17:15:00-07:00,39.0,1.57,40.57
2012-07-21 17:30:00-07:00,39.0,1.57,40.57
2012-07-21 17:45:00-07:00,39.0,1.57,40.57
2012-07-21 18:00:00-07:00,39.0,1.57,40.57
2012-07-21 18:15:00-07:00,38.0,1.57,39.57
2012-07-21 18:30:00-07:00,38.0,1.57,39.57
2012-07-21 18:45:00-07:00,37.0,1.57,38.57
2012-07-21 19:00:00-07:00,36.0,1.57,37.57
2012-07-21 19:15:00-07:00,35.0,1.57,36.57
2012-07-21 19:30:00-07:00,35.0,1.57,36.57
2012-07-21 19:45:00-07:00,35.0,1.57,36.57
2012-07-21 20:00:00-07:00,34.0,1.57,35.57
2012-07-21 20:15:00-07:00,34.0,1.57,35.57
2012-07-21 20:30:00-07:00,34.0,1.57,35.57
2012-07-21 20:45:00-07:00,33.0,1.57,34.57
2012-07-21 21:00:00-07:00,33.0,1.57,34.57
2012-07-21 21:15:00-07:00,33.0,1.57,34.57
2012-07-21 21:30:00-07:00,32.0,1.57,33.57
2012-07-21 21:45:00-07:00,32.0,1.57,33.57
2012-07-21 22:00:00-07:00,32.0,1.57,33.57
2012-07-21 22:15:00-07:00,31.0,1.57,32.57
2012-07-21 22:30:00-07:00,31.0,1.57,32.57
2012-07-21 22:45:00-07:00,30.0,1.57,31.57
2012-07-21 23:00:00-07:00,30.0,1.57,31.57
2012-07-21 23:15:00-07:00,29.0,1.57,30.57
2012-07-21 23:30:00-07:00,29.0,1.57,30.57
2012-07-21 23:45:00-07:00,29.0,1.57,30.57
2012-07-22 00:00:00-07:00,29.0,28.3,57.3
2012-07-22 00:15:00-07:00,29.0,35.4,64.4
2012-07-22 00:30:00-07:00,29.0,35.4,64.4
2012-07-22 00:45:00-07:00,29.0,35.4,64.4
2012-07-22 01:00:00-07:00,28.0,35.4,63.4
2012-07-22 01:15:00-07:00,29.0,35.4,64.4
2012-07-22 01:30:00-07:00,28.0,35.4,63.4
2012-07-22 01:45:00-07:00,29.0,35.4,64.4
2012-07-22 02:00:00-07:00,28.0,35.4,63.4
2012-07-22 02:15:00-07:00,29.0,35.4,64.4
2012-07-22 02:30:00-07:00,28.0,35.4,63.4
2012-07-22 02:45:00-07:00,29.0,35.4,64.4
2012-07-22 03:00:00-07:00,29.0,35.4,64.4
2012-07-22 03:15:00-07:00,29.0,35.4,64.4
2012-07-22 03:30:00-07:00,29.0,35.4,64.4
2012-07-22 03:45:00-07:00,29.0,35.4,64.4
2012-07-22 04:00:00-07:00,29.0,35.4,64.4
2012-07-22 04:15:00-07:00,30.0,35.4,65.4
2012-07-22 04:30:00-07:00,30.0,35.4,65.4
2012-07-22 04:45:00-07:00,30.0,35.4,65.4
2012-07-22 05:00:00-07:00,32.0,35.4,67.4
2012-07-22 05:15:00-07:00,32.0,35.4,67.4
2012-07-22 05:30:00-07:00,32.0,35.4,67.4
2012-07-22 05:45:00-07:00,32.0,35.4,67.4
2012-07-22 06:00:00-07:00,32.0,35.4,67.4
2012-07-22 06:15:00-07:00,32.0,35.4,67.4
2012-07-22 06:30:00-07:00,32.0,35.4,67.4
2012-07-22 06:45:00-07:00,32.0,35.4,67.4
2012-07-22 07:00:00-07:00,32.0,35.4,67.4
2012-07-22 07:15:00-07:00,32.0,35.4,67.4
2012-07-22 07:30:00-07:00,32.0,35.4,67.4
2012-07-22 07:45:00-07:00,32.0,35.4,67.4
2012-07-22 08:00:00-07:00,32.0,35.4,67.4
2012-07-22 08:15:00-07:00,32.0,35.4,67.4
2012-07-22 08:30:00-07:00,32.0,35.4,67.4
2012-07-22 08:45:00-07:00,32.0,35.4,67.4
2012-07-22 09:00:00-07:00,33.0,35.4,68.4
2012-07-22 09:15:00-07:00,32.0,35.4,67.4
2012-07-22 09:30:00-07:00,32.0,35.4,67.4
2012-07-22 09:45:00-07:00,32.0,35.4,67.4
2012-07-22 10:00:00-07:00,32.0,35.4,67.4
2012-07-22 10:15:00-07:00,32.0,34.7,66.7
2012-07-22 10:30:00-07:00,32.0,35.4,67.4
2012-07-22 10:45:00-07:00,32.0,35.4,67.4
2012-07-22 11:00:00-07:00,32.0,35.4,67.4
2012-07-22 11:15:00-07:00,32.0,35.4,67.4
2012-07-22 11:30:00-07:00,32.0,35.4,67.4
2012-07-22 11:45:00-07:00,32.0,35.4,67.4
2012-07-22 12:00:00-07:00,31.0,35.4,66.4
2012-07-22 12:15:00-07:00,31.0,34.0,65.0
2012-07-22 12:30:00-07:00,31.0,20.1,51.1
2012-07-22 12:45:00-07:00,31.0,10.8,41.8
2012-07-22 13:00:00-07:00,31.0,6.81,37.81
2012-07-22 13:15:00-07:00,31.0,4.77,35.769999999999996
2012-07-22 13:30:00-07:00,30.0,3.28,33.28
2012-07-22 13:45:00-07:00,30.0,2.49,32.49
2012-07-22 14:00:00-07:00,30.0,2.01,32.01
2012-07-22 14:15:00-07:00,30.0,2.01,32.01
2012-07-22 14:30:00-07:00,30.0,1.79,31.79
2012-07-22 14:45:00-07:00,29.0,1.79,30.79
2012-07-22 15:00:00-07:00,29.0,1.79,30.79
2012-07-22 15:15:00-07:00,30.0,1.79,31.79
2012-07-22 15:30:00-07:00,29.0,1.79,30.79
2012-07-22 15:45:00-07:00,29.0,1.79,30.79
2012-07-22 16:00:00-07:00,29.0,1.79,30.79
2012-07-22 16:15:00-07:00,29.0,1.79,30.79
2012-07-22 16:30:00-07:00,29.0,1.79,30.79
2012-07-22 16:45:00-07:00,29.0,1.79,30.79
2012-07-22 17:00:00-07:00,28.0,1.79,29.79
2012-07-22 17:15:00-07:00,28.0,1.79,29.79
2012-07-22 17:30:00-07:00,28.0,1.79,29.79
2012-07-22 17:45:00-07:00,28.0,1.79,29.79
2012-07-22 18:00:00-07:00,27.0,1.79,28.79
2012-07-22 18:15:00-07:00,27.0,1.79,28.79
2012-07-22 18:30:00-07:00,27.0,1.79,28.79
2012-07-22 18:45:00-07:00,28.0,1.79,29.79
2012-07-22 19:00:00-07:00,28.0,1.79,29.79
2012-07-22 19:15:00-07:00,27.0,1.79,28.79
2012-07-22 19:30:00-07:00,27.0,1.79,28.79
2012-07-22 19:45:00-07:00,27.0,1.79,28.79
2012-07-22 20:00:00-07:00,26.0,1.79,27.79
2012-07-22 20:15:00-07:00,26.0,1.79,27.79
2012-07-22 20:30:00-07:00,26.0,1.79,27.79
2012-07-22 20:45:00-07:00,24.0,1.79,25.79
2012-07-22 21:00:00-07:00,24.0,1.79,25.79
2012-07-22 21:15:00-07:00,23.0,1.79,24.79
2012-07-22 21:30:00-07:00,22.0,1.79,23.79
2012-07-22 21:45:00-07:00,22.0,1.79,23.79
2012-07-22 22:00:00-07:00,21.0,1.79,22.79
2012-07-22 22:15:00-07:00,20.0,1.79,21.79
2012-07-22 22:30:00-07:00,20.0,1.79,21.79
2012-07-22 22:45:00-07:00,19.0,1.79,20.79
2012-07-22 23:00:00-07:00,19.0,1.79,20.79
2012-07-22 23:15:00-07:00,19.0,1.79,20.79
2012-07-22 23:30:00-07:00,18.0,1.79,19.79
2012-07-22 23:45:00-07:00,18.0,47.5,65.5
2012-07-23 00:00:00-07:00,17.0,49.8,66.8
2012-07-23 00:15:00-07:00,17.0,49.8,66.8
2012-07-23 00:30:00-07:00,17.0,49.8,66.8
2012-07-23 00:45:00-07:00,17.0,49.8,66.8
2012-07-23 01:00:00-07:00,17.0,49.8,66.8
2012-07-23 01:15:00-07:00,17.0,49.8,66.8
2012-07-23 01:30:00-07:00,16.0,49.8,65.8
2012-07-23 01:45:00-07:00,16.0,49.8,65.8
2012-07-23 02:00:00-07:00,16.0,49.8,65.8
2012-07-23 02:15:00-07:00,16.0,49.8,65.8
2012-07-23 02:30:00-07:00,16.0,49.8,65.8
2012-07-23 02:45:00-07:00,16.0,49.8,65.8
2012-07-23 03:00:00-07:00,15.0,49.8,64.8
2012-07-23 03:15:00-07:00,15.0,49.8,64.8
2012-07-23 03:30:00-07:00,15.0,49.0,64.0
2012-07-23 03:45:00-07:00,15.0,49.0,64.0
2012-07-23 04:00:00-07:00,15.0,49.0,64.0
2012-07-23 04:15:00-07:00,14.0,49.0,63.0
2012-07-23 04:30:00-07:00,14.0,49.0,63.0
2012-07-23 04:45:00-07:00,14.0,49.0,63.0
2012-07-23 05:00:00-07:00,14.0,49.0,63.0
2012-07-23 05:15:00-07:00,14.0,49.0,63.0
2012-07-23 05:30:00-07:00,14.0,49.0,63.0
2012-07-23 05:45:00-07:00,14.0,49.0,63.0
2012-07-23 06:00:00-07:00,14.0,49.0,63.0
2012-07-23 06:15:00-07:00,14.0,49.0,63.0
2012-07-23 06:30:00-07:00,14.0,49.0,63.0
2012-07-23 06:45:00-07:00,14.0,49.0,63.0
2012-07-23 07:00:00-07:00,14.0,49.0,63.0
2012-07-23 07:15:00-07:00,14.0,49.0,63.0
2012-07-23 07:30:00-07:00,14.0,49.0,63.0
2012-07-23 07:45:00-07:00,14.0,49.0,63.0
2012-07-23 08:00:00-07:00,14.0,49.0,63.0
2012-07-23 08:15:00-07:00,14.0,49.0,63.0
2012-07-23 08:30:00-07:00,14.0,49.0,63.0
2012-07-23 08:45:00-07:00,14.0,49.0,63.0
2012-07-23 09:00:00-07:00,14.0,49.0,63.0
2012-07-23 09:15:00-07:00,14.0,49.0,63.0
2012-07-23 09:30:00-07:00,14.0,48.3,62.3
2012-07-23 09:45:00-07:00,13.0,48.3,61.3
2012-07-23 10:00:00-07:00,13.0,49.0,62.0
2012-07-23 10:15:00-07:00,13.0,49.0,62.0
2012-07-23 10:30:00-07:00,13.0,48.3,61.3
2012-07-23 10:45:00-07:00,13.0,35.4,48.4
2012-07-23 11:00:00-07:00,13.0,18.0,31.0
2012-07-23 11:15:00-07:00,13.0,9.53,22.53
2012-07-23 11:30:00-07:00,13.0,6.45,19.45
2012-07-23 11:45:00-07:00,13.0,4.45,17.45
2012-07-23 12:00:00-07:00,13.0,3.01,16.009999999999998
2012-07-23 12:15:00-07:00,13.0,2.49,15.49
2012-07-23 12:30:00-07:00,13.0,2.01,15.01
2012-07-23 12:45:00-07:00,13.0,2.01,15.01
2012-07-23 13:00:00-07:00,13.0,2.01,15.01
2012-07-23 13:15:00-07:00,13.0,2.01,15.01
2012-07-23 13:30:00-07:00,13.0,2.01,15.01
2012-07-23 13:45:00-07:00,13.0,2.01,15.01
2012-07-23 14:00:00-07:00,13.0,2.01,15.01
2012-07-23 14:15:00-07:00,13.0,2.01,15.01
2012-07-23 14:30:00-07:00,13.0,2.01,15.01
2012-07-23 14:45:00-07:00,13.0,2.01,15.01
2012-07-23 15:00:00-07:00,13.0,2.01,15.01
2012-07-23 15:15:00-07:00,13.0,2.01,15.01
2012-07-23 15:30:00-07:00,14.0,1.79,15.79
2012-07-23 15:45:00-07:00,14.0,1.79,15.79
2012-07-23 16:00:00-07:00,13.0,1.79,14.79
2012-07-23 16:15:00-07:00,13.0,1.79,14.79
2012-07-23 16:30:00-07:00,13.0,1.79,14.79
2012-07-23 16:45:00-07:00,13.0,14.9,27.9
2012-07-23 17:00:00-07:00,13.0,9.94,22.939999999999998
2012-07-23 17:15:00-07:00,13.0,6.45,19.45
2012-07-23 17:30:00-07:00,13.0,4.45,17.45
2012-07-23 17:45:00-07:00,13.0,3.01,16.009999999999998
2012-07-23 18:00:00-07:00,12.0,2.49,14.49
2012-07-23 18:15:00-07:00,13.0,2.01,15.01
2012-07-23 18:30:00-07:00,13.0,2.01,15.01
2012-07-23 18:45:00-07:00,13.0,2.01,15.01
2012-07-23 19:00:00-07:00,13.0,2.01,15.01
2012-07-23 19:15:00-07:00,12.0,2.01,14.01
2012-07-23 19:30:00-07:00,12.0,67.7,79.7
2012-07-23 19:45:00-07:00,12.0,67.7,79.7
2012-07-23 20:00:00-07:00,13.0,67.7,80.7
2012-07-23 20:15:00-07:00,13.0,67.7,80.7
2012-07-23 20:30:00-07:00,12.0,67.7,79.7
2012-07-23 20:45:00-07:00,12.0,67.7,79.7
2012-07-23 21:00:00-07:00,13.0,67.7,80.7
2012-07-23 21:15:00-07:00,13.0,66.8,79.8
2012-07-23 21:30:00-07:00,13.0,67.7,80.7
2012-07-23 21:45:00-07:00,13.0,67.7,80.7
2012-07-23 22:00:00-07:00,13.0,67.7,80.7
2012-07-23 22:15:00-07:00,13.0,67.7,80.7
2012-07-23 22:30:00-07:00,13.0,67.7,80.7
2012-07-23 22:45:00-07:00,13.0,66.8,79.8
2012-07-23 23:00:00-07:00,13.0,66.8,79.8
2012-07-23 23:15:00-07:00,13.0,67.7,80.7
2012-07-23 23:30:00-07:00,13.0,66.8,79.8
2012-07-23 23:45:00-07:00,13.0,66.8,79.8
2012-07-24 00:00:00-07:00,13.0,66.8,79.8
2012-07-24 00:15:00-07:00,13.0,66.8,79.8
2012-07-24 00:30:00-07:00,12.0,66.8,78.8
2012-07-24 00:45:00-07:00,12.0,66.8,78.8
2012-07-24 01:00:00-07:00,13.0,66.8,79.8
2012-07-24 01:15:00-07:00,12.0,66.8,78.8
2012-07-24 01:30:00-07:00,12.0,66.0,78.0
2012-07-24 01:45:00-07:00,12.0,66.0,78.0
2012-07-24 02:00:00-07:00,12.0,66.0,78.0
2012-07-24 02:15:00-07:00,12.0,66.0,78.0
2012-07-24 02:30:00-07:00,12.0,66.0,78.0
2012-07-24 02:45:00-07:00,12.0,66.0,78.0
2012-07-24 03:00:00-07:00,12.0,66.0,78.0
2012-07-24 03:15:00-07:00,12.0,66.0,78.0
2012-07-24 03:30:00-07:00,12.0,66.0,78.0
2012-07-24 03:45:00-07:00,12.0,66.0,78.0
2012-07-24 04:00:00-07:00,12.0,65.1,77.1
2012-07-24 04:15:00-07:00,12.0,65.1,77.1
2012-07-24 04:30:00-07:00,12.0,65.1,77.1
2012-07-24 04:45:00-07:00,12.0,65.1,77.1
2012-07-24 05:00:00-07:00,12.0,65.1,77.1
2012-07-24 05:15:00-07:00,12.0,65.1,77.1
2012-07-24 05:30:00-07:00,12.0,65.1,77.1
